#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
197,Antigua and Barbuda,144,,4,,133,,7,1,"1,465",41,"4,756","48,391","98,282",North America,683,"24,571",21
198,St. Vincent Grenadines,87,,,,80,,7,,783,,"10,423","93,821","111,094",North America,"1,277",,11
199,Dominica,85,,,,72,,13,,"1,180",,"5,655","78,472","72,064",North America,848,,13
200,British Virgin Islands,72,,1,,71,,0,,"2,375",33,"6,431","212,111","30,319",North America,421,"30,319",5
201,Macao,46,,,,46,,0,,70,,"4,238","6,488","653,168",Asia,"14,199",,154
202,Fiji,44,,2,,33,,9,,49,2,"16,703","18,574","899,275",Australia/Oceania,"20,438","449,638",54
203,Grenada,41,,,,39,,2,,364,,"6,252","55,450","112,751",North America,"2,750",,18
204,Laos,39,,,,26,,13,,5,,"80,962","11,059","7,321,245",Asia,"187,724",,90
205,New Caledonia,35,,,,32,,3,,122,,"17,928","62,534","286,691",Australia/Oceania,"8,191",,16
206,Timor-Leste,31,,,,30,,1,,23,,"14,932","11,233","1,329,264",Asia,"42,879",,89
207,Vatican City,27,,,,15,,12,,"33,666",,,,802,Europe,30,,
208,Saint Kitts and Nevis,25,,,,20,,5,,468,,"4,313","80,824","53,363",North America,"2,135",,12
209,Greenland,18,,,,18,,0,,317,,"13,021","229,191","56,813",North America,"3,156",,4
210,Falkland Islands,17,,,,15,,2,,"4,825",,"4,454","1,264,263","3,523",South America,207,,1
211,Solomon Islands,17,,,,5,,12,,24,,"4,500","6,483","694,102",Australia/Oceania,"40,830",,154
212,Saint Pierre Miquelon,16,,,,14,,2,,"2,767",,"2,882","498,443","5,782",North America,361,,2
213,Montserrat,13,,1,,12,,0,,"2,604",200,577,"115,562","4,993",North America,384,"4,993",9
214,Western Sahara,10,,1,,8,,1,,17,2,,,"603,632",Africa,"60,363","603,632",
215,MS Zaandam,9,,2,,7,,0,,,,,,,,,,
216,Anguilla,7,,,,3,,4,,465,,"2,651","176,018","15,061",North America,"2,152",,6
217,Marshall Islands,4,,,,4,,0,,67,,,,"59,364",Australia/Oceania,"14,841",,
218,Wallis and Futuna,3,,,,1,,2,,269,,"1,149","103,031","11,152",Australia/Oceania,"3,717",,10
219,Samoa,2,,,,2,,0,,10,,,,"198,989",Australia/Oceania,"99,495",,
220,Vanuatu,1,,,,1,,0,,3,,,,"310,224",Australia/Oceania,"310,224",,
