#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
198,Dominica,85,+5,,,63,,22,,"1,180",,"5,655","78,476","72,060",North America,848,,13
199,St. Vincent Grenadines,85,,,,79,,6,,765,,"9,555","86,014","111,086",North America,"1,307",,12
200,British Virgin Islands,71,,1,,70,,0,,"2,342",33,"5,193","171,307","30,314",North America,427,"30,314",6
201,Macao,46,,,,46,,0,,70,,"4,238","6,490","652,975",Asia,"14,195",,154
202,Grenada,41,,,,30,,11,,364,,"6,252","55,456","112,739",North America,"2,750",,18
203,Laos,39,,,,24,,15,,5,,"77,747","10,623","7,318,936",Asia,"187,665",,94
204,Fiji,38,,2,,33,,3,,42,2,"15,235","16,944","899,133",Australia/Oceania,"23,661","449,567",59
205,New Caledonia,32,,,,32,,0,,112,,"17,179","59,934","286,631",Australia/Oceania,"8,957",,17
206,Timor-Leste,30,,,,30,,0,,23,,"13,842","10,418","1,328,715",Asia,"44,291",,96
207,Vatican City,27,,,,15,,12,,"33,666",,,,802,Europe,30,,
208,Saint Kitts and Nevis,22,,,,19,,3,,412,,"3,677","68,916","53,355",North America,"2,425",,15
209,Greenland,18,,,,18,,0,,317,,"13,021","229,199","56,811",North America,"3,156",,4
210,Solomon Islands,17,,,,5,,12,,25,,"4,500","6,487","693,733",Australia/Oceania,"40,808",,154
211,Falkland Islands,16,,,,13,,3,,"4,544",,"4,245","1,205,623","3,521",South America,220,,1
212,Saint Pierre Miquelon,16,,,,12,,4,,"2,767",,"2,624","453,822","5,782",North America,361,,2
213,Montserrat,13,,1,,12,,0,,"2,604",200,577,"115,562","4,993",North America,384,"4,993",9
214,Western Sahara,10,,1,,8,,1,,17,2,,,"603,310",Africa,"60,331","603,310",
215,MS Zaandam,9,,2,,,,7,,,,,,,,,,
216,Anguilla,4,,,,3,,1,,266,,"2,308","153,274","15,058",North America,"3,765",,7
217,Marshall Islands,4,,,,1,,3,,67,,,,"59,355",Australia/Oceania,"14,839",,
218,Wallis and Futuna,3,,,,1,,2,,269,,"1,149","102,994","11,156",Australia/Oceania,"3,719",,10
219,Samoa,2,,,,,,2,,10,,,,"198,960",Australia/Oceania,"99,480",,
220,Vanuatu,1,,,,,,1,,3,,,,"310,067",Australia/Oceania,"310,067",,
